0.5091 	-3.0819
0.7932 	-3.5798
1.0922 	-4.1112
1.3705 	-4.6125
1.6463 	-5.1153
1.9196 	-5.6204
0.2022 	-1.2486
0.6407 	-1.6588
1.6137 	-3.8178
1.8867 	-4.3181
2.1628 	-4.8208
2.4365 	-5.3250
2.7107 	-5.8355
-11.3174 	-2.6778
-10.8264 	-2.3510
-11.0024 	-3.1552
-10.5070 	-2.8317
1.3456 	-2.1672
1.6324 	-2.6606
1.9223 	-3.1700
2.1987 	-3.6636
2.4741 	-4.1600
2.7518 	-4.6664
3.0250 	-5.1704
3.2972 	-5.6771
3.5644 	-6.1825
1.8915 	-1.9205
2.1784 	-2.4206
2.4582 	-2.9150
2.7373 	-3.4111
3.0146 	-3.9113
3.2868 	-4.4098
3.5598 	-4.9129
3.8308 	-5.4180
4.0997 	-5.9236
2.6011 	-1.9671
2.8853 	-2.4656
3.1657 	-2.9641
3.4443 	-3.4645
3.7191 	-3.9629
3.9937 	-4.4670
4.2653 	-4.9707
4.5347 	-5.4757
4.8019 	-5.9820
3.1886 	-1.8015
3.4774 	-2.3085
3.7592 	-2.8102
4.0386 	-3.3128
4.3118 	-3.8105
4.5867 	-4.3162
4.8586 	-4.8211
5.1296 	-5.3303
5.3975 	-5.8384
4.3681 	-2.6842
4.6467 	-3.1869
4.9226 	-3.6907
5.1967 	-4.1959
5.4689 	-4.7024
5.7319 	-5.1986
6.0014 	-5.7109
6.2673 	-6.2205
4.8827 	-2.3890
5.1581 	-2.8895
5.4376 	-3.3985
5.7108 	-3.8968
5.9822 	-4.4015
6.2522 	-4.9082
6.5190 	-5.4192
6.7843 	-5.9277
5.6739 	-2.5939
5.9493 	-3.0950
6.2232 	-3.5979
6.4929 	-4.1045
6.7627 	-4.6098
7.0303 	-5.1154
7.2955 	-5.6225
7.5593 	-6.1312
6.8428 	-3.5025
7.1154 	-4.0093
7.3865 	-4.5200
7.6551 	-5.0291
7.9217 	-5.5394
8.1864 	-6.0507
8.4493 	-6.5632
7.5274 	-3.5254
7.7985 	-4.0318
8.0677 	-4.5393
8.3349 	-5.0479
8.6003 	-5.5575
8.8638 	-6.0683
9.1240 	-6.5758
8.0495 	-3.2454
8.3203 	-3.7505
8.5891 	-4.2568
8.8561 	-4.7641
9.1213 	-5.2725
9.3847 	-5.7819
9.6463 	-6.2923
8.5713 	-2.9651
8.8435 	-3.4723
9.1138 	-3.9807
9.3822 	-4.4901
9.6489 	-5.0005
9.9138 	-5.5120
10.1769 	-6.0244
9.0929 	-2.6845
9.3646 	-3.1905
9.6345 	-3.6974
9.9026 	-4.2054
10.1689 	-4.7144
10.4335 	-5.2244
10.6964 	-5.7354
9.7244 	-2.6082
9.9948 	-3.1131
10.2635 	-3.6190
10.5305 	-4.1260
10.7957 	-4.6339
11.0588 	-5.1417
11.3213 	-5.6525
10.9220 	-3.5970
11.1894 	-4.1063
11.4552 	-4.6166
11.7194 	-5.1278
11.9820 	-5.6399
11.6095 	-3.6311
11.8760 	-4.1404
12.5082 	-5.3646
-6.3602 	-5.4169
-7.6095 	-4.4789
-7.3135 	-4.9703
-7.0190 	-5.4620
-7.8643 	-5.2054
-7.5705 	-5.7005
-7.2801 	-6.1979
-8.5252 	-5.2575
-8.2306 	-5.7506
-7.9396 	-6.2458
-9.7927 	-4.3283
-9.4886 	-4.8171
-9.1880 	-5.3083
-8.8911 	-5.8018
-8.5978 	-6.2976
-2.5416 	2.9392
-2.7873 	3.6048
-7.6190 	4.0909
0.3176 	2.8305
2.8940 	2.8132
4.1485 	5.5217
4.4558 	5.0361
4.7608 	4.5497
5.0632 	4.0618
5.6653 	3.0756
5.9644 	2.5806
6.2539 	2.0911
5.0996 	2.8703
5.3969 	2.3775
4.2355 	3.1480
4.5339 	2.6589
3.5501 	3.1290
3.8517 	2.6410
7.4377 	4.8242
8.0689 	4.9247
7.0531 	3.6820
6.0825 	4.3217
5.9472 	5.3327
10.1278 	5.0490
3.2886 	4.8483
0.6228 	5.5703
-1.4483 	4.4605
-0.1359 	5.6521
-3.2345 	4.8440
-3.5617 	5.3130
-3.8964 	5.7808
-3.7203 	4.5064
-4.0496 	4.9754
-4.3843 	5.4436
-6.3561 	4.0516
-6.8766 	4.7669
-7.8588 	4.8308
